studend_id,location,zip_code,gender,ethnicity,science_points,technology_points,engineering_points,art_points,math_points,average_points,profile
4152,Maple Grove,89012,Female,Asian,43,81,32,92,38,57.2,I love to pursue my career in Art and craft. Painting and drawing become my favorite ways to capture the beauty of the world around me.
4153,Oceanview,90123,Male,Caucasian,36,99,100,75,59,73.8,I like to study underwater ecosystems and marine creatures. I would like to be a marine biologist. 
4154,Golden Bay,23456,Female,Hispanic,100,75,87,55,50,73.4,I enjoy solving complex mathematical problems. I would like to be mathematician in future.
4155,Misty Valley,34567,Male,African American,20,94,57,65,76,62.4,I would like to be a doctor. I want to study medical science. 
4156,Sunrise Bay,45678,Female,Asian,22,98,98,58,69,69,"Hi Everyone, I have a keen interest in biology. I am curious to learn about plans and animals"
4157,Mountain View,56789,Male,Caucasian,71,58,39,71,40,55.8,"I am fascinated by all technological advancement, specially in robotics and artificial intelligence. I would like to study AI and technology."
4158,Golden Ridge,67890,Female,Hispanic,83,60,40,28,24,47,I would like to study agricultural engineering. I am fascinated to know about plants and farming.
4159,Sunset Ridge,78901,Male,African American,64,70,97,96,59,77.2,I have a deep interest to learn about environmental science. I would like to study more environment in my college. 
4160,Maple Grove,89012,Female,Asian,57,95,34,99,20,61,I love my robotics class the most. I would love to study about robots and technology in future. 
4161,Oceanview,90123,Male,Caucasian,90,41,57,42,68,59.6,I love robotics. I would love to learn how to build robots.
4162,Misty Valley,23456,Female,Hispanic,41,71,92,33,39,55.2,I am passionate to know about space and galaxies. I would like to study astro physics.
4163,Sunrise Bay,34567,Male,African American,28,97,89,32,32,55.6,"Hi All, I am in high school. I have enjoyed my physics class the most, and would love to study physics and science."
4164,Harmony Ridge,45678,Female,Asian,72,56,27,60,36,50.2,I love to study language. Learning about art and culture of different countries is my hobby.
4165,Ocean Side,56789,Male,Caucasian,62,99,33,60,41,59,I love organic chemistry the most. I would love to explore the world of chemistry.
4166,Misty Creek,67890,Female,Hispanic,37,46,38,67,27,43,I love to know about philosophy and would like to study philosophical science in my future.
4167,Starry Meadow,78901,Male,African American,93,28,54,28,78,56.2,"Hey, I love solving complex maths problems. I would like study maths."
4168,Sunrise Bay,89012,Female,Asian,94,100,51,52,37,66.8,I love to read language a lot. Reading about different cultures and multiple languages excites me the most.
4169,Mountain View,90123,Male,Caucasian,71,21,63,86,76,63.4,I am willing to learn more about computers.
4170,Sunset Bay,23456,Female,Hispanic,94,50,54,51,48,59.4,computer and engineering are my passion. I would like to learn about computer programming in future.
4171,Starry Meadow,34567,Male,African American,92,70,96,93,27,75.6,I enjoy solving challenging math problems and discovering the beauty of mathematical patterns.
4172,Sunrise Bay,45678,Female,Asian,75,68,66,49,96,70.8,As a sixth-grade linguist I embark on a mission to learn multiple languages and understand diverse cultures through literature.
4173,Ocean Side,56789,Male,Caucasian,73,87,62,57,72,70.2,"Hi, I am from middle school and I am passionate to paint. I would like to be an artists"
4174,Misty Creek,67890,Female,Hispanic,49,43,92,76,55,63,Anthropology excites me the most. I would like to know about evolution.
4175,Starry Meadow,78901,Male,African American,34,98,21,51,68,54.4,"Coding is my passion. I like to play game. When I grow up, I would like to be a computer programmer or a computer engineer. "
4176,Sunrise Bay,89012,Female,Asian,36,97,73,95,46,69.4,I love to learn about space. I want to know about the universe. When I grow up I would like to be an astrophysicist.
4177,Mountain View,90123,Male,Caucasian,60,71,69,96,43,67.8,"Civil engineering excites me a lot. I would like learn about how to make buildings, bridges etc, when I grow up."
4178,Sunset Bay,23456,Female,Hispanic,35,50,22,97,34,47.6,Art and drama are the two things which I like the most. I would like to be an artist in future.
4179,Starry Meadow,34567,Male,African American,21,61,76,49,91,59.6,"hey, I love to learn music a lot. "
4180,Sunrise Bay,45678,Female,Asian,51,48,87,98,68,70.4,My hobby is painting. I love to paint and would like to learn more about arts.
4181,Golden Ridge,56789,Male,Caucasian,97,78,81,85,68,81.8,Eighth grade introduces me to the world of marine biology. Studying underwater ecosystems and marine creatures captivates my curiosity.
4182,Sapphire Springs,67890,Female,Hispanic,24,96,65,69,20,54.8,I am very curious to know always about scientific advancement. I would like to learn science.
4183,Misty Valley,78901,Male,African American,55,92,89,55,98,77.8,I like human biology. I want to be a physician in future.
4184,Sunrise Bay,89012,Female,Asian,30,33,22,39,72,39.2,I love animals. I would like to be a biologist when I grow up.
4185,Mountain View,90123,Male,Caucasian,67,24,97,38,55,56.2,I want to be a nurse because of my interest in human biology and medicine. 
4186,Golden Ridge,23456,Female,Hispanic,100,88,68,53,55,72.8,I love mathematics and would like to be an accountant in future.
4187,Sunset Ridge,34567,Male,African American,94,40,30,99,55,63.6,I love playing with gadgets and have fascination to become an electronics engineer. 
4188,Maple Grove,45678,Female,Asian,55,77,64,28,80,60.8,I love mathematics and accounting a lot. I would like to be an accountant in future.
4189,Oceanview,56789,Male,Caucasian,70,63,100,22,95,70,"Chemical science and biological science are two of my favorite subjects, I would like to study about these subjetcs more."
4190,Misty Valley,67890,Female,Hispanic,41,42,43,81,89,59.2,"I want to be an Astrophysicist, solving mystery of universe"
4191,Starry Meadow,78901,Male,African American,33,97,33,20,97,56,I want to be a genetical engineer. I love reading about genetics and biology.
4192,Sunrise Bay,89012,Female,Asian,99,34,94,21,27,55,"Hi, I am in seventh grade. I am very keen in learning piano and music. I want to be a musician in future. "
4193,Ocean Side,90123,Male,Caucasian,20,56,53,79,59,53.4,"I want to be a bio-technologist, I love to read about biological advancement "
4194,Misty Creek,23456,Female,Hispanic,78,51,74,57,70,66,I want to be a neuro scientist. I love to study about brain and nervous systems.
4195,Starry Meadow,34567,Male,African American,64,28,26,100,79,59.4,I love to collect information about technology. I love learning robotics. I would love to study more about technology.
4196,Sunrise Bay,45678,Female,Asian,97,32,28,63,25,49,I love learning physics. I love to know about the universe. I would like to become a physicist in future.
4197,Mountain View,56789,Male,Caucasian,30,22,77,65,67,52.2,Computer gaming is my passion. I would like to learn about computer engineering.
4198,Golden Ridge,67890,Female,Hispanic,22,72,100,94,23,62.2,Computer programming excites me a lot. I would love to learn about programming. 
4199,Sunset Ridge,78901,Male,African American,40,87,72,41,57,59.4,"Science and technology excite me the most., I love learning about science a lot."
4200,Maple Grove,89012,Female,Asian,54,86,33,80,29,56.4,I love to know about space technology. I want to be a space engineer. 
4201,Sunnydale,56789,Male,Caucasian,59,48,48,80,78,62.6,I love to be a marine biologist. I love reading about ocean life. 
4202,Maple Grove,67890,Female,Hispanic,96,43,43,72,78,66.4,In third grade my artistic journey begins. I express my creativity through colorful paintings capturing the beauty of nature and imagination.
4203,Golden Valley,78901,Male,African American,80,94,51,75,24,64.8,Fourth grade sparks my interest in astronomy. Exploring the cosmos and learning about the planets and stars become my fascinating adventures.
4204,Sunset Bay,89012,Female,Asian,57,88,24,91,47,61.4,Fifth grade marks my exploration into environmental science. I actively participate in eco-friendly projects advocating for a greener and cleaner world.
4205,Meadow Springs,90123,Male,Caucasian,74,62,26,100,59,64.2,I love to know about architectural engineering. I want to study about designing and builiding architectural marvels
4206,Riverdale,23456,Female,Hispanic,87,47,83,56,29,60.4,"Hi, I am from fifth grade. I love to paint. "
4207,Sunshine Valley,34567,Male,African American,32,76,29,52,48,47.4,I like learning piano. Music is my hobby and passion both. I want to be a musician.
4208,Harmony Ridge,45678,Female,Asian,98,99,99,39,73,81.6,"Hi Everyone, I am very interested in learning art and culture of different counties. "
4209,Ocean Side,56789,Male,Caucasian,92,72,33,72,81,70,"Hey, I love Maths and science. I want to study about both maths and science."
4210,Misty Creek,67890,Female,Hispanic,67,58,93,47,44,61.8,"hi all, I am passionate about bio-technology. "
4211,Starry Meadow,78901,Male,African American,39,77,29,98,48,58.2,"Hi, my interest is in physics. I want to study physics"
4212,Sunrise Bay,89012,Female,Asian,56,80,81,47,80,68.8,I am interested in chemistry. I want to study chemistry. 
4213,Mountain View,90123,Male,Caucasian,55,48,31,70,24,45.6,I enjoy studying biology. I want to study animal kingdom.
4214,Golden Ridge,23456,Female,Hispanic,37,51,23,77,53,48.2,I love engineering and I am curious to learn more about engineering.
4215,Lakeside Park,34567,Male,African American,94,36,82,83,34,65.8,I love coding. I want to be a software engineer. 
4216,Sunflower Valley,45678,Female,Asian,99,21,94,37,45,59.2,Biology is my favorite subject. I love to learn about animals and plants.
4217,Oakwood,56789,Male,Caucasian,55,85,82,36,99,71.4,I want to be an artist and would like to learn more about painting
4218,Misty Grove,67890,Female,Hispanic,86,36,82,32,25,52.2,I want to study about mathematics and I would like to have a career in maths
4219,Sapphire Falls,78901,Male,African American,49,82,85,39,30,57,I want to study about bio-medical technology. 
4220,Riverbank,89012,Female,Asian,25,73,31,60,85,54.8,"Hey, I want to be an environmentalist and would like to study environmental science."
4221,Sunset Ridge,90123,Male,Caucasian,83,30,85,57,48,60.6,I want to be an Scientist and would like to know more genes and animal science.
4222,Maple Grove,23456,Female,Hispanic,97,59,68,70,100,78.8,I love painting. I am very interested in drawing and making crafts. 
4223,Oceanview,34567,Male,African American,20,25,54,88,37,44.8,I want to study marine biology. Biology excites me the most.
4224,Golden Bay,45678,Female,Asian,59,72,70,24,53,55.6,"Hi, I would love to be a civil engineer. "
4225,Harmony Falls,56789,Male,Caucasian,72,61,79,31,54,59.4,I love to collect information about different forms of arts. I would like to be an artist.
4226,Sapphire Springs,67890,Female,Hispanic,46,83,44,31,20,44.8,I am passionate about aircrafts. I would like to learn about aerospace engineering.
4227,Misty Valley,78901,Male,African American,95,33,80,88,73,73.8,I would love to learn more about physics and I am passionate aboute physics
4228,Sunrise Bay,89012,Female,Asian,40,90,37,20,62,49.8,Fifth grade is my year for environmental activism. I actively participate in tree-planting events and community clean-ups to promote a healthier planet.
4229,Mountain View,90123,Male,Caucasian,96,80,28,58,36,59.6,Sixth grade sparks my interest in psychology. Understanding the human mind and behavior becomes my fascination and I enjoy reading books on the subject.
4230,Golden Ridge,23456,Female,Hispanic,26,66,49,31,60,46.4,
4231,Lakeside Park,34567,Male,African American,52,87,64,21,59,56.6,I love learning computer programming. I also love learning about science. I want to be a computer engineer. 
4232,Sunflower Valley,45678,Female,Asian,52,41,53,26,77,49.8,I love to learn chemistry. I would like to study chemistry when I grow up.
4233,Oakwood,56789,Male,Caucasian,73,100,62,49,28,62.4,In second grade I delve into the world of literature. Reading stories and creating my own imaginative tales become my favorite pastimes.
4234,Misty Grove,67890,Female,Hispanic,95,22,44,36,99,59.2,Third grade sparks my interest in astronomy. I gaze at the night sky exploring constellations and dreaming about the mysteries of the universe.
4235,Sapphire Falls,78901,Male,African American,78,40,22,67,22,45.8,Fourth grade marks my journey into technology. Exploring gadgets and learning about computer programming become my favorite activities during playtime.
4236,Riverbank,89012,Female,Asian,37,64,54,25,92,54.4,Fifth grade is my year for environmental awareness. I actively participate in tree-planting events and community clean-ups to promote a healthier planet.
4237,Sunset Ridge,90123,Male,Caucasian,49,21,65,96,89,64,In sixth grade I embark on an artistic journey. Expressing my creativity through painting and sculpture becomes a way to capture the beauty around me.
4238,Maple Grove,23456,Female,Hispanic,37,38,32,28,33,33.6,"Hi Everyone, my interest is in learning languages. I love to read about multiple cultures. "
4239,Oceanview,34567,Male,African American,44,29,45,20,80,43.6,I love to learn mathematics the most. I want to study science and mathematics in future. 
4240,Golden Bay,45678,Female,Asian,28,70,52,35,65,50,First grade marks the beginning of my technological adventures. Exploring gadgets and learning about computer programming bring excitement to my playtime.
4241,Harmony Falls,56789,Male,Caucasian,96,22,46,39,53,51.2,
4242,Sunset Ridge,67890,Female,Hispanic,63,48,94,79,97,76.2,Advance nuclear energy technology for safe and sustainable power. Focus on improving reactor safety and efficiency while managing nuclear waste.
4243,Maple Grove,78901,Male,African American,87,43,55,85,76,69.2,"Advise legislators on matters related to agriculture and food production, combining knowledge of agriculture with policy formulation."
4244,Oceanview,89012,Female,Asian,67,70,55,50,78,64,Analyze and interpret music industry data to provide insights and report on trends. Use data visualization to tell compelling stories.
4245,Golden Bay,90123,Male,Caucasian,97,92,78,63,49,75.8,Analyze computer systems and procedures to design solutions that help organizations operate more efficiently and effectively.
4246,Sapphire Springs,23456,Female,Hispanic,77,83,53,69,59,68.2,"Analyze data to estimate the time, money, labor, and materials required to manufacture a product, construct a building, or provide a service."
4247,Misty Valley,34567,Male,African American,29,51,25,32,24,32.2,"Analyze security threats and develop strategies to protect against them. Work with defense, cybersecurity, and intelligence."
4248,Sunrise Bay,45678,Female,Asian,76,86,71,38,71,68.4,"Apply mathematics, statistics, and financial theory to assess the risk of potential events and help clients minimize risk."
4249,Mountain View,56789,Male,Caucasian,66,84,65,37,89,68.2,Apply statistical analysis to sports data to provide in-depth insights for ESPN programming and articles. Enhance the storytelling of sports through data.
4250,Golden Ridge,67890,Female,Hispanic,81,89,51,76,96,78.6,"Assist in the exploration and extraction of petroleum products, operating and maintaining equipment."
4251,Sunset Ridge,78901,Male,African American,61,53,40,57,77,57.6,"Build and maintain websites, ensuring they are responsive, functional, and visually appealing to users."
4252,Maple Grove,89012,Female,Asian,91,28,55,84,48,61.2,"Build expansive and detailed virtual worlds for games and simulations, focusing on interactivity and user experience."
4253,Oceanview,90123,Male,Caucasian,98,85,60,87,91,84.2,Build robust data infrastructure to support large-scale data analysis. Ensure data quality and accessibility for data-driven decision-making.
4254,Golden Bay,23456,Female,Hispanic,62,28,25,34,99,49.6,Building and programming robots become my passion and I enjoy participating in robotics competitions.
4255,Misty Valley,34567,Male,African American,82,50,47,92,86,71.4,"Collect, analyze, and interpret data to aid in decision-making. Use statistical methods to design surveys and experiments."
4256,Sunrise Bay,45678,Female,Asian,77,84,74,46,23,60.8,"Combine art and science to create visual material to help record and disseminate medical, biological, and related knowledge."
4257,Mountain View,56789,Male,Caucasian,62,75,76,63,79,71,Conduct experiments to understand the chemical composition and reactions of substances. Develop new products and processes for industry and healthcare.
4258,Golden Ridge,67890,Female,Hispanic,47,94,43,70,77,66.2,Conduct medical tests in a laboratory for use in the treatment and diagnosis of diseases in support of medical professionals.
4259,Sunset Ridge,78901,Male,African American,46,58,37,38,48,45.4,Contribute to advancements in material science for sustainable solutions. Design new materials with enhanced performance for various industries.
4260,Maple Grove,89012,Female,Asian,46,71,66,73,100,71.2,Contribute to the development of next-generation aerospace technologies. Design aircraft and spacecraft that are more efficient and environmentally friendly.
4261,Oceanview,90123,Male,Caucasian,64,58,20,39,94,55,Convert the ideas of engineers and architects into technical drawings and plans using CAD software.
4262,Misty Valley,23456,Female,Hispanic,98,84,93,65,35,75,"Craft items out of metal, using traditional and modern techniques to create both functional and artistic objects."
4263,Sunrise Bay,34567,Male,African American,70,76,25,52,48,54.2,"Create and update maps using GIS technology, ensuring accurate representation of geographical information for various applications."
4264,Harmony Ridge,45678,Female,Asian,29,20,57,88,58,50.4,"Create clear and concise documentation for technical processes and products, making information accessible to users."
4265,Ocean Side,56789,Male,Caucasian,39,29,77,62,85,58.4,Create cutting-edge computer graphics and visualization technologies. Push the boundaries of visual effects and real-time rendering.
4266,Misty Creek,67890,Female,Hispanic,95,86,77,63,74,79,"Create dynamic animations for various media, using artistic skill and technical proficiency to bring stories and characters to life."
4267,Starry Meadow,78901,Male,African American,21,90,99,57,91,71.6,"Create software that offers innovative solutions to complex problems, and continuously improve user experience and software functionality."
4268,Sunrise Bay,89012,Female,Asian,64,28,59,84,78,62.6,Create sustainable and energy-efficient building designs. Integrate smart systems into buildings for better living environments.
4269,Mountain View,90123,Male,Caucasian,20,27,45,36,77,41,"Decrypt coded messages without a key, work in various government agencies for national security, and protect sensitive information."
4270,Sunset Bay,23456,Female,Hispanic,97,53,88,61,52,70.2,Delving into ancient civilizations and enjoying discovering the stories of the past through books and documentaries.
4271,Starry Meadow,34567,Male,African American,62,74,83,46,60,65,"Design and build data communication networks, such as local area networks (LANs), wide area networks (WANs), and intranets."
4272,Sunrise Bay,45678,Female,Asian,21,54,87,52,57,54.2,Design and build robots to solve complex problems in various sectors. Advance the field of robotics with AI and machine learning integration.
4273,Ocean Side,56789,Male,Caucasian,71,59,31,42,53,51.2,"Design and develop new computer hardware, creating devices that are more powerful and efficient. Stay ahead of the technology curve in computing advances."
4274,Misty Creek,67890,Female,Hispanic,66,98,46,78,22,62,Design and develop software solutions for complex problems. Lead projects that push the boundaries of what software can achieve.
4275,Starry Meadow,78901,Male,African American,42,82,80,90,77,74.2,"Design and implement augmented reality experiences that blend the digital and physical worlds, enhancing user interaction and engagement."
4276,Sunrise Bay,89012,Female,Asian,58,26,51,40,77,50.4,"Design creative and engaging Lego models and landscapes for Legoland, ensuring a memorable and educational experience for visitors."
4277,Mountain View,90123,Male,Caucasian,70,66,77,75,97,77,Design electrical systems that are more efficient and integrate renewable energy sources. Lead advancements in smart grid technology.
4278,Sunset Bay,23456,Female,Hispanic,81,32,43,52,35,48.6,Design infrastructure projects that are resilient and sustainable. Work on smart city technologies to improve urban living conditions.
4279,Starry Meadow,34567,Male,African American,22,34,99,45,97,59.4,"Design ships and marine structures that are safe, efficient, and environmentally sound. Work on the development of new marine propulsion systems."
4280,Sunrise Bay,45678,Female,Asian,68,70,52,99,99,77.6,Design systems and procedures to prevent harm to people and property. Lead safety audits and risk assessments in various industries.
4281,Golden Ridge,56789,Male,Caucasian,50,32,88,25,28,44.6,Design user interfaces that are intuitive and enhance the user experience of software applications.
4282,Sapphire Springs,67890,Female,Hispanic,63,61,39,90,89,68.4,"Design, implement, and maintain databases to ensure data integrity, security, and accessibility."
4283,Misty Valley,78901,Male,African American,30,34,93,87,88,66.4,"Develop and implement communication systems to meet the needs of an organization, focusing on data transmission reliability and security."
4284,Sunrise Bay,89012,Female,Asian,82,46,75,50,71,64.8,"Develop and program engaging gameplay mechanics, ensuring a fun and immersive experience for players in video games."
4285,Mountain View,90123,Male,Caucasian,21,50,39,62,86,51.6,Develop and write cutting-edge code to create software applications that meet user needs. Continuously learn new programming languages and techniques.
4286,Golden Ridge,23456,Female,Hispanic,68,48,71,60,61,61.6,Develop applications for mobile devices that are user-friendly and meet the needs of a diverse user base.
4287,Sunset Ridge,34567,Male,African American,51,82,53,55,82,64.6,Develop innovative medical devices to improve patient care. Engage in research to create biocompatible materials for implants.
4288,Maple Grove,45678,Female,Asian,80,69,34,28,70,56.2,Develop next-gen computing hardware that is more powerful and energy-efficient. Innovate in areas like quantum computing and nanotechnology.
4289,Oceanview,56789,Male,Caucasian,72,27,66,45,98,61.6,Develop safe and efficient autonomous vehicle technologies. Work on the integration of AI to enhance the capabilities of self-driving cars.
4290,Misty Valley,67890,Female,Hispanic,99,91,39,25,67,64.2,Develop solutions to manage noise pollution and improve sound quality in buildings and public spaces. Work on cutting-edge audio technology.
4291,Starry Meadow,78901,Male,African American,86,66,93,31,47,64.6,Engineer spectacular pyrotechnic displays with a focus on safety and innovation. Develop new pyrotechnic compositions and ignition systems.
4292,Sunrise Bay,89012,Female,Asian,24,68,24,96,62,54.8,Enhance oil recovery methods while ensuring environmental sustainability. Innovate in drilling technologies to access unrecoverable reserves safely.
4293,Ocean Side,90123,Male,Caucasian,80,62,65,30,91,65.6,Ensure accurate calculation and distribution of music royalties using data analysis to uphold fairness for artists and publishers.
4294,Misty Creek,23456,Female,Hispanic,91,27,80,35,61,58.8,Ensure safe and environmentally responsible mining practices. Develop methods to minimize the environmental impact of mining.
4295,Starry Meadow,34567,Male,African American,67,41,38,92,54,58.4,Ethically penetrate computer systems to identify vulnerabilities and improve security measures.
4296,Sunrise Bay,45678,Female,Asian,95,64,90,86,90,85,"Evaluate businesses, projects, budgets, and other finance-related transactions to determine their performance and suitability."
4297,Mountain View,56789,Male,Caucasian,42,57,33,56,88,55.2,Exploring gadgets and learning about computer programming become my favorite activities during playtime.
4298,Golden Ridge,67890,Female,Hispanic,84,32,29,92,54,58.2,Exploring gadgets and learning about computer programming bring excitement to my playtime.
4299,Sunset Ridge,78901,Male,African American,22,86,47,38,48,48.2,Exploring the cosmos and learning about the planets and stars become my fascinating adventures.
4300,Maple Grove,89012,Female,Asian,80,67,39,79,20,57,Expressing my creativity through painting and sculpture becomes a way to capture the beauty around me.
4301,ADJUNTAS,00601,Male,Asian,35,36,44,82,34,46.2,"Focus on the production, processing, and distribution of grains, contributing to food security and agricultural business."
4302,SAN JUAN,00680,Male,African American,81,82,0,47,3,42.6,I actively participate in eco-friendly projects advocating for a greener and cleaner world.
4303,PONCE,00901,Female,Hispanic,23,75,74,60,33,53,I actively participate in tree-planting events and community clean-ups to promote a healthier planet.
4304,ADJUNTAS,00901,Female,Asian,61,51,93,63,43,62.2,I experiment with simple physics concepts and enjoy understanding the fundamental laws of nature.
4305,SAN JUAN,00901,Female,Caucasian,53,34,78,66,89,64,I explore programming languages and enjoy creating simple software applications.
4306,SAN JUAN,00901,Female,Asian,12,58,0,41,1,22.4,I express my creativity through colorful paintings capturing the beauty of nature and imagination.
4307,SAN JUAN,00601,Male,African American,45,80,0,29,98,50.4,I find joy in solving challenging math problems and discovering the beauty of mathematical patterns.
4308,SAN JUAN,00680,Male,Hispanic,7,28,96,96,56,56.6,"I gaze at the night sky, exploring constellations, and dreaming about the mysteries of the universe."
4309,PONCE,00716,Male,Asian,47,9,11,49,49,33,Implement environmental protection and sustainability practices in engineering projects. Work on water and air purification technologies to combat pollution.
4310,SAN JUAN,00601,Male,Caucasian,39,8,29,60,40,35.2,Improve agricultural practices through engineering for global food security. Design farming equipment that increases productivity while conserving resources.
4311,PONCE,00901,Male,Caucasian,94,17,5,52,82,50,Improve industrial processes to maximize efficiency and productivity. Apply systems thinking to reduce waste and improve quality.
4312,MAYAGUEZ,00901,Male,Caucasian,19,92,69,25,41,49.2,Innovate in additive manufacturing technologies to revolutionize production processes. Design 3D printing systems for industrial and medical applications.
4313,ADJUNTAS,00901,Female,Hispanic,50,25,57,36,54,44.4,Innovate in the field of mechanical engineering to improve efficiency and sustainability. Develop machines that use less energy and reduce emissions.
4314,SAN JUAN,00901,Female,Caucasian,65,94,30,19,85,58.6,"Investigate the laws of nature and the universe, from the subatomic to the cosmological level, often using advanced technologies."
4315,MAYAGUEZ,00601,Male,Asian,43,59,18,96,47,52.6,Lead IT projects and teams to achieve strategic organizational goals. Stay abreast of IT developments to drive innovation.
4316,ADJUNTAS,00680,Male,African American,82,94,16,91,92,75,Learning new words and exploring different languages become my exciting pursuits.
4317,ADJUNTAS,00716,Male,African American,78,59,81,26,65,61.8,"Leverage big data using analytical, statistical, and programming skills to uncover insights that drive decision-making."
4318,ADJUNTAS,00680,Male,Asian,89,58,75,56,41,63.8,"Maintain computer networks to ensure they function efficiently, including hardware setup, network security, and troubleshooting."
4319,MAYAGUEZ,00680,Female,African American,56,18,9,56,38,35.4,Manage and maintain optimal operation of computer systems and servers. Ensure system security and efficiency in an organization.
4320,PONCE,00716,Female,Caucasian,72,12,9,28,12,26.6,"Manage content production for Tumblr, ensuring a steady flow of high-quality, engaging material that resonates with the community."
4321,MAYAGUEZ,00901,Male,Hispanic,50,1,90,45,79,53,"Manage, improve, and protect the country’s natural resources. Work with landowners and governments to protect habitats and enhance biodiversity."
4322,SAN JUAN,00901,Male,African American,34,27,76,87,28,50.4,Mastering multiple languages and exploring different cultures become my exciting pursuits.
4323,SAN JUAN,00601,Female,Caucasian,90,10,64,82,25,54.2,Mastering new words and understanding diverse cultures become my exciting pursuits.
4324,MAYAGUEZ,00601,Male,African American,11,67,28,5,53,32.8,"Measure and map land, airspace, and water boundaries for property lines, construction, and navigation."
4325,ADJUNTAS,00680,Female,Asian,11,61,77,65,86,60,Observing plants and animals and learning about ecosystems become my favorite activities.
4326,PONCE,00716,Female,Asian,36,16,87,85,63,57.4,"Operate and manage the Curiosity rover on Mars, planning routes and conducting scientific experiments."
4327,PONCE,00716,Male,African American,49,27,58,34,91,51.8,"Operate special equipment used in nuclear research and fuel production, ensuring the safe handling of nuclear materials."
4328,PONCE,00601,Male,African American,76,6,48,1,77,41.6,Optimize chemical manufacturing processes to increase efficiency and reduce waste. Create chemical processes that are safer for people and the environment.
4329,PONCE,00901,Female,Caucasian,81,0,27,93,33,46.8,"Oversee the creation and curation of digital content, ensuring it meets strategic objectives and engages the target audience effectively."
4330,ADJUNTAS,00601,Female,African American,95,7,25,98,78,60.6,Painting and drawing become my favorite ways to capture the beauty of the world around me.
4331,PONCE,00680,Male,Hispanic,74,25,84,14,8,41,Playing musical instruments and composing melodies become my outlets for creativity and self-expression.
4332,ADJUNTAS,00601,Female,African American,48,67,76,30,68,57.8,Protect computer networks and systems by identifying and mitigating security risks and vulnerabilities.
4333,SAN JUAN,00901,Male,Asian,74,59,24,9,46,42.4,"Protect human health and the environment by identifying issues, advising policymakers, and cleaning up polluted areas."
4334,ADJUNTAS,00716,Male,Hispanic,11,36,5,54,85,38.2,"Provide technical support and troubleshooting services to end-users, ensuring a high level of customer satisfaction and system functionality."
4335,SAN JUAN,00680,Female,African American,93,44,34,27,45,48.6,Reading classic novels and writing my own stories become my favorite pastimes.
4336,PONCE,00901,Female,Caucasian,34,85,76,7,92,58.8,Reading stories and creating my own imaginative tales become my favorite pastimes.
4337,MAYAGUEZ,00680,Male,African American,74,72,59,76,22,60.6,"Research and develop strategies for weed management in agriculture and conservation, ensuring sustainable crop production."
4338,SAN JUAN,00716,Male,Asian,76,38,43,93,14,52.8,Research ways to improve the efficiency and safety of agricultural establishments and products.
4339,SAN JUAN,00601,Female,Asian,39,42,79,36,0,39.2,Solving challenging problems and understanding mathematical concepts become my passion.
4340,ADJUNTAS,00601,Male,Asian,10,97,59,38,50,50.8,"Specialize in precision measurement from photographs, particularly aerial photographs, to create detailed maps and models."
4341,MAYAGUEZ,00716,Male,Asian,2,36,21,92,54,41,"Study how water moves across and through the Earth’s crust, aiming to solve water-related issues including availability, quality, and environmental impacts."
4342,SAN JUAN,00601,Male,African American,75,68,100,85,50,75.6,Study human history and prehistory through the excavation and analysis of underwater sites and submerged landscapes.
4343,ADJUNTAS,00601,Female,Asian,46,91,12,87,9,49,"Study the climate and weather patterns over time to predict future conditions and contribute to planning in agriculture, construction, and energy."
4344,PONCE,00680,Female,Asian,51,13,98,37,33,46.4,"Study the Earth's composition, structure, and processes to understand its history and predict future changes. Engage in fieldwork and research."
4345,SAN JUAN,00601,Female,Caucasian,41,13,5,20,40,23.8,Studying the wonders of the ocean and marine life becomes my passion and source of fascination.
4346,PONCE,00601,Male,African American,91,41,20,13,40,41,Studying underwater ecosystems and marine creatures captivates my curiosity.
4347,SAN JUAN,00716,Female,Asian,3,72,31,40,7,30.6,"Train for and participate in space missions, conduct experiments in space, and contribute to space exploration efforts."
4348,SAN JUAN,00901,Female,Asian,16,6,98,50,26,39.2,Understand customer technical needs and offer tailored engineering solutions. Bridge the gap between engineering teams and clients to drive sales.
4349,MAYAGUEZ,00716,Male,Caucasian,63,94,23,54,29,52.6,"Understanding the human mind and behavior becomes my fascination, and I enjoy reading books on the subject."
4350,SAN JUAN,00716,Male,Asian,64,12,19,65,50,42,"Use advanced mathematical and analytical methods to help organizations investigate complex issues, identify and solve problems."
4351,ADJUNTAS,00716,Female,Asian,13,98,85,72,57,65,"Use advanced mathematics to develop and understand mathematical principles, analyze data, and solve real-world problems."
4352,PONCE,00716,Female,Caucasian,38,3,47,58,17,32.6,Use machine learning to enhance Spotify's music recommendation algorithms and personalize the listening experience for users.
4353,PONCE,00901,Female,Asian,4,16,6,73,10,21.8,Utilize scientific methods to gather and analyze evidence for criminal investigations. Stay abreast of the latest forensic technologies.
4354,PONCE,00716,Female,Asian,3,5,68,49,43,33.6,"Work at the intersection of science, technology, and policy, advising and developing policies that govern scientific research and its applications."
4355,SAN JUAN,00680,Male,Caucasian,19,40,73,17,62,42.2,Adores animals. I enjoy drawing pictures of different pets and imagining what adventures they might have.
4356,ADJUNTAS,00601,Female,Asian,81,55,24,49,97,61.2,"As a biologist, I explore the wonders of nature. Observing plants and animals and learning about ecosystems become my favorite activities."
